id,longitude,latitude,street
740,-46.4617086,-23.668163,Sugar
741,-7.5572231,7.4064275,Anthes
742,140.1471983,38.0187253,Montana
743,17.1114439,60.6875251,Meadow Vale
744,18.7067796,63.3063621,Packers
745,97.008784,32.993106,Mitchell
746,128.833333,41.45,Schurz
747,36.4347173,56.5514786,Summerview
748,50.064982,36.1860016,Macpherson
749,14.707735,13.470554,Daystar
750,22.1248342,39.6077793,Melvin
751,-0.2717072,48.3606958,Dennis
752,32.7675141,50.5765673,Eggendart
753,115.099494,40.608793,Riverside
754,35.7249409,30.1926637,Bartelt
755,-105.46788,51.66677,Blackbird
756,6.568907,46.068811,Carey
757,37.5826719,55.662882,Sycamore
758,33.279292,45.1589174,Michigan
759,114.498761,37.444498,Hovde
760,19.7563286,45.2494149,Boyd
761,20.4747022,54.9562342,Tennessee
762,48.5330218,37.6205429,Kim
763,-44.8256777,-20.6984299,Goodland
764,-105.03443,51.85006,Arapahoe
765,-92.15,38.5,Morning
766,-71.437354,-41.172184,Kings
767,65.6639904,29.002602,Nevada
768,18.0590482,59.3164285,Hermina
769,120.4222511,16.0768029,Northport
770,104.045346,30.643939,Schmedeman
771,-100.4277766,25.8007724,Chinook
772,16.1463317,29.1560917,Fairview
773,-4.9221114,12.8371919,Mcguire
774,34.2826,31.25997,Old Shore
775,-8.2430831,41.2476037,Bonner
776,94.43722,31.83889,Schurz
777,30.6057342,-29.0748919,Eggendart
778,121.7423434,-8.7318869,Iowa
779,173.138978,1.386973,Artisan
780,108.1682147,-6.7654544,Jenifer
781,-8.7426101,39.4723517,Monica
782,-8.5893138,41.4472964,Stone Corner
783,117.4086488,-0.3662126,Hovde
784,-58.5941325,-34.6353335,Dixon
785,130.7171244,33.6883392,Superior
786,114.886335,40.767544,Huxley
787,113.0126011,22.9550072,Lake View
788,132.6146565,33.24846,Kipling
789,20.3351033,67.8256178,Packers
790,10.6771005,59.9428184,Jackson
791,23.78729,38.12723,Brentwood
792,68.4829804,40.1315199,Lakewood Gardens
793,66.2724183,39.8971627,Quincy
794,104.1948978,56.6175886,Daystar
795,5.3129931,60.552049,Hoepker
796,46.3568418,39.2687372,Havey
797,-82.3343375,23.018033,Weeping Birch
798,98.854532,25.843691,Glacier Hill
799,35.20184,32.4438,Hintze
800,-0.8106708,45.2384571,Forest Dale
801,17.2802878,48.8818933,Towne
802,21.14379,49.830017,Corscot
803,23.9240625,63.8898032,Pond
804,115.1177654,-8.3941828,Nova
805,-9.0940605,38.5642115,Northfield
806,97.2005806,3.8149378,Lighthouse Bay
807,44.3714277,40.3510997,East
808,101.765843,36.628305,7th
809,36.61247,36.13848,Independence
810,44.994265,44.3239335,Scoville
811,19.68083,40.87194,Coolidge
812,-6.5730004,31.9649107,South
813,3.5276642,45.521519,Onsgard
814,136.6447089,35.3078775,Utah
815,39.1184143,51.0762426,Hazelcrest
816,100.901604,12.6836578,Summer Ridge
817,109.826069,-7.2171628,Mcguire
818,0.5399323,49.3157944,Esker
819,106.7742047,-6.7653704,Sauthoff
820,112.616612,26.888665,Warbler
821,120.318178,30.699176,Luster
822,38.1239492,10.1769828,Gerald
823,112.7032945,-7.9675395,Pearson
824,40.0785154,48.0158297,Eagan
825,-56.1494143,-21.4803962,Sunnyside
826,118.190467,26.170171,5th
827,115.445538,23.797309,Starling
828,57.7549537,58.5735318,8th
829,14.6607051,50.1336212,Lyons
830,140.6689995,-2.5916025,Sachtjen
831,122.258933,7.3042466,Vahlen
832,-8.5349198,41.2378592,Crownhardt
833,69.1173623,34.5107638,Division
834,126.54756,40.99629,Pond
835,123.0649,-8.4071,Dakota
836,125.0036133,11.1802962,5th
837,106.8002861,-6.2917388,Havey
838,113.5516516,-8.2174219,Little Fleur
839,47.0875045,-21.4546147,Lawn
840,113.121435,23.021478,Fairview
841,120.86667,15.26667,Badeau
842,18.0760798,59.3125021,Oxford
843,116.512037,29.204461,Ramsey
844,121.9387783,-10.5398609,Trailsway
845,17.8170502,59.4380021,Truax
846,111.4253892,-7.9110809,Holy Cross
847,109.374802,0.556948,Vahlen
848,56.3724781,57.7297471,Eggendart
849,95.1797058,19.3228423,Maywood
850,3.5567339,50.5474037,Cascade
851,85.0828553,52.307093,Miller
852,108.6591293,-7.40638,John Wall
853,-84.102054,9.90299,Ryan
854,107.518847,26.259427,Bashford
855,113.2558405,23.1451405,Menomonie
856,132.7021114,33.7622962,Dixon
857,123.41496,13.420533,Surrey
858,113.641688,28.168791,Hansons
859,112.141238,27.432184,Oneill
860,-44.813111,-1.8867371,Merrick
861,99.840576,19.9104798,Nancy
862,21.2523841,51.3106091,Prentice
863,28.0823146,49.3230985,Butternut
864,130.4103077,32.5539412,Browning
865,26.0634602,52.1124967,Crescent Oaks
866,110.496593,24.77848,Weeping Birch
867,101.6811249,3.1398297,Forest Dale
868,116.70345,23.365556,Schlimgen
869,48.0510871,29.2979895,Thompson
870,-56.73246,-25.53599,Beilfuss
871,-8.4841515,41.418695,Twin Pines
872,106.9233176,-6.9324984,Menomonie
873,112.071813,30.044835,Lukken
874,108.7437098,-7.428179,Northfield
875,54.8619269,55.4787765,6th
876,107.7843483,-7.0631844,Loomis
877,87.5395855,42.5246357,Alpine
878,132.8288963,42.8043197,Tennyson
879,108.7660364,-7.5153339,Canary
880,15.53798,51.56696,Coolidge
881,120.415017,28.880153,Bashford
882,34.2747004,-0.0998238,Surrey
883,23.9736471,50.0588756,Pepper Wood
884,-48.9110606,-20.7371116,Leroy
885,46.4583999,57.3725,Arapahoe
886,29.222313,52.0322082,Sachs
887,38.5734956,54.8539133,Summer Ridge
888,-65.004236,-31.7387876,Duke
889,120.5657329,15.1650908,Dorton
890,-74.9442585,7.7526495,Bunting
891,20.1353402,49.7287057,Bunting
892,17.876832,49.2809997,Cody
893,-73.9284855,45.7013243,5th
894,44.5841127,40.0179745,Del Sol
895,-1.5411258,47.2014677,Lindbergh
896,144.7651497,13.4767279,Warbler
897,103.40391,3.9671435,Donald
898,26.77027,-27.9699645,Charing Cross
899,111.910516,-8.2840556,Johnson
900,113.4073,-8.2794,Delaware
901,-1.6029573,48.8331738,North
902,142.0144982,46.946681,Maple
903,72.6661867,30.7361622,Grasskamp
904,-91.16667,14.41667,Granby
905,120.806198,-8.817396,Manley
906,48.3896404,40.5742298,Merrick
907,-99.1395519,19.4146406,Northland
908,48.0753917,29.3180299,Pepper Wood
909,122.6495332,7.847962,2nd
910,-76.601273,-10.10712,Merchant
911,-8.6888467,39.6352297,Kensington
912,18.4660353,49.8564201,Namekagon
913,-69.9661586,-14.1254679,Hermina
914,108.366667,-7.633333,Riverside
915,112.7975,-8.0321,Sachtjen
916,48.8875486,31.5825784,Atwood
917,117.365052,25.941937,Crowley
918,106.7567589,-6.2649072,Michigan
919,23.879755,54.9082369,Sachs
920,104.6354631,10.3043903,Eastlawn
921,111.69805,23.646106,Elmside
922,19.0193063,54.0433255,Forster
923,18.0933139,49.8635922,Meadow Ridge
924,19.9682943,40.4189904,Oakridge
925,113.2505612,-8.2632302,Forest Run
926,-51.7176899,-17.8907823,4th
927,111.012675,22.0462137,Grover
928,121.609938,37.033243,Vermont
929,106.8002861,-6.2917388,Haas
930,-88.0350859,15.5724296,Mcguire
931,-39.0300323,-16.2768187,Acker
932,4.2552114,45.521777,Tennyson
933,-78.1350635,-6.9415153,6th
934,-41.9091561,-20.652053,Walton
935,-84.5169757,42.7376689,Northwestern
936,12.5097274,41.8977003,Lillian
937,48.9718588,39.5779145,Eastwood
938,23.9749999,55.2884444,Granby
939,29.83333,46.23333,Rockefeller
940,91.6383629,55.3863814,Acker
941,36.8430918,53.4405231,Hayes
942,58.9860021,53.4116818,Spenser
943,125.6472799,7.1071694,Little Fleur
944,19.641646,39.7538282,Clove
945,37.6941279,54.4808396,East
946,28.0892299,54.0297214,Norway Maple
947,113.5883876,23.0604451,Towne
948,-64.1108167,-32.1748082,Kensington
949,24.8652145,42.0160888,Bowman
950,25.3548713,13.6197501,Mcguire
951,22.2731105,61.2022597,Welch
952,-60.129002,-22.65053,Green Ridge
953,-101.694732,21.1078535,Daystar
954,37.4008401,55.9100899,Mayfield
955,116.409549,40.214408,Mariners Cove
956,100.41617,37.22317,Vidon
957,-58.4973437,-34.5261401,Alpine
958,33.8425243,-8.8221596,Lyons
959,103.796167,25.489999,Heffernan
960,65.8835448,56.8881364,Chinook
961,17.4116835,45.8060242,Fordem
962,108.8343538,-7.1697343,Macpherson
963,-69.3667194,-15.0139992,Burrows
964,-58.5521828,-34.5377407,Granby
965,7.0498442,4.815554,Kensington
966,104.5,44.1666669,Continental
967,120.752481,31.654375,Kensington
968,43.1270513,44.0300904,Sheridan
969,22.9827384,39.3704516,Erie
970,10.2852532,6.2820276,Waubesa
971,-58.4654718,-34.6107923,Barnett
972,-71.8121012,45.1306898,Florence
973,32.6130851,51.5542766,Warbler
974,119.196466,32.501495,Hoffman
975,108.7927679,-6.8843479,Miller
976,109.690434,20.953123,Northfield
977,114.1250349,22.5763579,Express
978,110.201664,20.011946,Clemons
979,16.4712058,63.5239965,Duke
980,138.0803529,-4.269928,Prairieview
981,-103.427389,20.7595709,Granby
982,108.260701,25.525292,Glacier Hill
983,113.732809,39.672791,Jenifer
984,121.1252136,5.9691815,Veith
985,108.230338,-7.3251615,Glacier Hill
986,31.3198491,-14.2412572,Myrtle
987,82.63142,41.356361,Messerschmidt
988,151.188577,-33.93274,Hudson
989,118.486745,31.540397,Meadow Vale
990,113.6216667,22.7694444,Dottie
991,15.4908263,50.2415017,Swallow
992,-76.3984537,-12.9406805,Warrior
993,140.5161464,9.762345,Dexter
994,-9.7850991,52.1058991,Hoard
995,44.0036677,56.2835999,Acker
996,59.970317,57.9258984,1st
997,23.9117575,47.9848822,Texas
998,111.656407,28.133945,Kropf
999,2.3501981,48.8693156,Norway Maple
1000,119.9712651,16.1867243,Autumn Leaf
1001,10.7238762,59.93387,Valley Edge
1002,15.0909889,45.9769612,Dunning
1003,112.044491,22.915094,Ridge Oak
1004,28.3578828,11.7315405,Johnson
1005,4.343135,43.8177168,Manitowish
1006,121.0215733,14.5694082,Novick
1007,46.109699,-16.67787,Norway Maple
1008,37.5826719,55.662882,Nova
1009,89.498216,29.131627,1st
1010,-58.8423829,-34.6961915,Dahle
1011,2.8002946,47.3591366,Porter
1012,98.8426483,55.0764307,Rigney
1013,-79.002342,-8.1637036,Tennessee
1014,31.4620967,30.6183919,Packers
1015,17.1711587,60.6717958,Pierstorff
1016,-0.7467014,48.804517,Maryland
1017,13.6405292,45.4698284,Summit
1018,112.132488,34.728584,Washington
1019,115.5325797,-8.4765241,Granby
1020,34.835226,32.084932,Cambridge
1021,18.0785342,49.7234162,Blackbird
1022,128.8760574,37.751853,7th
1023,95.0702794,21.3394161,Vidon
1024,-94.6331656,17.9898675,Monterey
1025,27.4572059,52.7312889,Brown
1026,32.6770961,48.7192002,Pleasure
1027,110.70434,29.26008,Dovetail
1028,-74.023193,-12.95689,Farwell
1029,113.7870822,-8.4412858,Butterfield
1030,121.472429,31.191952,Carpenter
1031,110.3592495,-7.8100327,Vermont
1032,120.3435365,16.4336105,Schiller
1033,115.180023,-8.4378527,Cascade
1034,-67.4324153,48.465994,Elgar
1035,-72.233418,9.0578504,Cambridge
1036,-99.1732936,19.602311,Magdeline
1037,87.3214908,26.9834552,7th
1038,34.8557117,51.4523697,Londonderry
1039,116.3152113,39.9380845,Victoria
1040,-60.6916164,-32.972878,Towne
1041,-124.01982,54.01657,Cardinal
1042,-90.2481337,32.2539326,Twin Pines
1043,113.269441,26.709056,Mosinee
1044,121.918866,-8.5476223,Muir
1045,-54.8731219,-29.1051592,Meadow Vale
1046,68.5962593,37.5940751,Redwing
1047,113.543784,22.265811,South
1048,121.2666702,16.5,Gulseth
1049,29.2407915,48.401643,Havey
1050,120.855089,30.397162,Pierstorff
1051,104.7345937,16.7137921,Moulton
1052,13.5494757,-12.4211276,Sachtjen
1053,117.523761,37.452432,Dwight
1054,33.2526635,49.783653,Hooker
1055,27.4312339,53.7815116,Shasta
1056,25.3425332,53.0131368,Summer Ridge
1057,39.06949,45.0058742,Ridgeview
1058,106.2345633,15.1766973,Iowa
1059,44.3907546,40.0911416,Autumn Leaf
1060,-7.632555,33.6086342,Red Cloud
1061,79.9088564,37.1212974,Browning
1062,104.677091,30.108216,Anthes
1063,7.605638,6.3324473,Starling
1064,10.3525964,12.289736,Sugar
1065,114.9181,-8.1947,Daystar
1066,111.656407,28.133945,Kropf
1067,51.1985113,43.6410973,Bashford
1068,113.7216313,-8.0038635,Stephen
1069,-25.4345063,37.7157269,Maryland
1070,18.0615388,59.3145841,Marquette
1071,16.2368405,46.254048,Longview
1072,44.1463438,54.8583596,Vera
1073,119.28827,27.048088,Briar Crest
1074,-47.2142417,-6.8370422,Randy
1075,120.2858846,23.5958633,Killdeer
1076,33.4215334,35.1000306,Mallory
1077,-77.32901,-8.371078,Cordelia
1078,102.267712,27.88157,Lien
1079,15.5846313,44.1509604,Eastlawn
1080,53.0252053,57.6294504,Bluejay
1081,138.4400063,34.998592,Ohio
1082,121.2462166,14.0651123,Badeau
1083,113.7870822,-8.4005782,Macpherson
1084,20.8378422,49.9579835,West
1085,39.453159,-6.361128,Shelley
1086,-39.1959729,-15.2090734,Brickson Park
1087,122.5024428,10.6993883,Dapin
1088,14.271615,55.9858675,Oakridge
1089,-80.04928,40.5053499,Pearson
1090,-76.2609463,-6.5801079,Gerald
1091,109.3656914,24.3154419,Thompson
1092,9.6870459,4.6376919,Saint Paul
1093,79.8919811,6.9342148,Oak Valley
1094,-79.0552494,-8.0580651,Grover
1095,30.1310853,49.7967977,Maple Wood
1096,119.64519,31.634971,Dahle
1097,-85.454983,10.142762,Northview
1098,-43.7334089,-22.5284121,Hansons
1099,106.8448686,-7.040572,Farmco
1100,120.6190252,17.622182,Stuart
1101,6.8954592,52.211713,Grayhawk
1102,112.64751,33.253142,Namekagon
1103,-8.8608907,37.9571555,Arapahoe
1104,-64.1257463,-31.4411018,Oriole
1105,117.3616476,39.3433574,Morningstar
1106,47.3722118,54.2907459,Bellgrove
1107,-102.3342182,21.2350622,Clyde Gallagher
1108,72.4275483,31.8917453,Dorton
1109,71.513917,43.0052216,Rigney
1110,-71.4438761,-15.3471443,Brentwood
1111,-46.3264089,-23.9561304,Moose
1112,112.649662,-7.9553448,Graedel
1113,120.4557309,17.1056791,Farwell
1114,-7.8725232,40.6945206,Service
1115,2.1570562,48.9378251,Glendale
1116,47.5914122,-23.3505295,Manitowish
1117,139.250061,36.2656673,Summerview
1118,-91.0759758,30.3859766,Prairieview
1119,116.989574,39.886547,Goodland
1120,-8.8562835,53.510243,Park Meadow
1121,2.511999,43.7441795,Everett
1122,-35.9369952,-8.5769332,Utah
1123,-8.9867334,38.6223709,Mcbride
1124,108.957345,19.238934,Merrick
1125,-64.442428,-32.232355,Clarendon
1126,50.534262,26.1226062,Algoma
1127,117.3247325,34.16171,New Castle
1128,-48.6357235,-26.9845585,Loomis
1129,120.101436,12.192604,Vera
1130,123.540401,10.122667,Pepper Wood
1131,107.5889804,-6.8646647,Mockingbird
1132,126.207415,8.417766,Prairie Rose
1133,126.100213,47.59585,Warbler
1134,-0.7467014,48.804517,Carey
1135,121.790282,37.175532,Bunting
1136,105.6603149,21.0877573,Bartelt
1137,123.2989088,9.492846,Morningstar
1138,112.225334,22.69569,Victoria
1139,44.6590356,41.0911538,Chive
1140,112.4827889,-8.0770577,Golf View
1141,14.5276579,59.7714743,John Wall
1142,113.518911,23.082498,Nevada
1143,-8.2111164,37.0901727,Jenifer
1144,-76.235361,3.3213339,4th
1145,49.0943433,32.3295438,Vernon
1146,-80.4215246,7.3889508,Mesta
1147,104.785208,36.730837,Evergreen
1148,12.2400678,45.469429,Hayes
1149,111.7465609,-6.7757862,Loomis
1150,108.8076195,23.7247599,Leroy
1151,26.77027,-27.9699645,Forest Run
1152,12.0793963,57.7330292,Fulton
1153,48.1941426,42.1090506,Huxley
1154,118.268101,31.219568,Milwaukee
1155,-58.5657324,-34.66144,Michigan
1156,30.1011836,-4.5702358,Sauthoff
1157,120.3320195,22.9637053,Elgar
1158,38.4534461,15.7800173,Birchwood
1159,-75.4985521,6.323976,Oak Valley
1160,121.0247172,14.5697565,Jenna
1161,129.1142915,37.5247192,Becker
1162,-73.3767641,-13.6616515,Pleasure
1163,92.051239,31.476202,Brown
1164,120.3608455,-9.7262368,Sunfield
1165,123.6666432,10.1253323,Mayfield
1166,-35.3288131,-5.7852461,Caliangt
1167,6.7815237,4.6845489,2nd
1168,105.4495395,9.5713437,Esch
1169,106.1110501,21.121444,Londonderry
1170,-7.460117,40.3106587,Manley
1171,121.4870071,31.2971634,Northfield
1172,113.791708,26.948759,Delladonna
1173,-51.99249,-29.5137043,Walton
1174,16.1858857,56.6306408,Myrtle
1175,104.46797,31.617202,Kingsford
1176,128.0324209,46.986639,Autumn Leaf
1177,101.765843,36.628305,Bobwhite
1178,3.8861843,50.6302806,Sloan
1179,88.3929616,24.4314126,Hauk
1180,-65.1610557,9.9399061,Granby
1181,114.441285,34.756916,Novick
1182,105.220236,31.029897,Debs
1183,101.266195,26.629211,Lakeland
1184,-15.3980224,28.00872,Northland
1185,86.02293,51.400458,Shasta
1186,20.5826261,-33.2307354,Express
1187,100.5692601,13.7315145,Hayes
1188,119.8410174,-3.9461346,Riverside
1189,-53.7365827,-24.7289094,Welch
1190,-41.5612423,-20.1217728,Warner
1191,120.005147,26.885704,Briar Crest
1192,-8.6664683,39.6080157,Lawn
1193,-78.6646942,-5.9341855,Morrow
1194,106.0287512,20.8861904,High Crossing
1195,-77.9438811,-5.9285726,Colorado
1196,-1.9802013,43.3057431,Acker
1197,113.056042,23.681774,Sunbrook
1198,120.299401,30.419045,Pierstorff
1199,31.3655989,-8.8536444,Miller
1200,107.88645,25.410654,Park Meadow
1201,112.4559679,-7.0428104,Cody
1202,-75.479861,3.914099,Lakeland
1203,38.9644692,46.1327339,Tennyson
1204,112.1107297,-8.0936589,Carey
1205,-86.19,32.2299999,Corben
1206,18.6264694,7.6949299,Kropf
1207,5.8978018,43.4945737,Meadow Valley
1208,103.389346,35.663752,Northwestern
1209,25.0121584,39.5328915,Butternut
1210,110.525449,29.338873,Hallows
1211,112.36902,25.587519,Westend
1212,-70.956166,-32.8409806,Cherokee
1213,70.9293858,30.7664515,Rusk
1214,109.374802,0.556948,Vermont
1215,96.6716809,47.1117538,Beilfuss
1216,26.5126402,41.5622714,Clove
1217,106.79719,-6.6000226,Atwood
1218,81.324136,43.916823,Arizona
1219,128.601445,35.8714354,Kinsman
1220,19.894509,50.4465359,Riverside
1221,32.5037186,46.639171,Waxwing
1222,113.29083,23.1350488,Welch
1223,130.7788921,45.730664,Cambridge
1224,120.0624898,15.1163904,Northfield
1225,-69.935907,-4.203165,Hagan
1226,124.25,7.2333331,Claremont
1227,112.5639934,-6.9890654,Raven
1228,29.7999327,48.9965372,Basil
1229,64.0818612,45.4852437,Swallow
1230,-48.5482195,-27.5948698,Lukken
1231,118.963532,25.867277,Old Gate
1232,115.1533426,-2.1110964,Oneill
1233,113.273288,23.157289,Sycamore
1234,138.9363063,35.0725969,Kipling
1235,73.7631135,43.6051078,Rigney
1236,38.2899306,53.9559626,Mockingbird
1237,90.144596,46.06257,David
1238,84.252156,41.777702,Gateway
1239,31.7313223,-12.743858,Kinsman
1240,120.415017,28.880153,Sunnyside
1241,-118.3089341,34.0625448,Prairieview
1242,-44.9693894,-22.573256,Hoepker
1243,18.0933139,49.8635922,Marcy
1244,73.07115,5.1053,Anhalt
1245,105.6791207,19.8829688,Nancy
1246,22.4674999,50.242123,Cambridge
1247,25.6100339,57.331693,Nobel
1248,108.3652973,-7.1841565,Westport
1249,123.7669004,8.5531389,Maywood
1250,33.6950887,57.8702991,Daystar
1251,9.1776059,49.1376432,Holy Cross
1252,120.947095,14.709034,Hoard
1253,32.3018661,31.2652893,Graedel
1254,18.9477092,49.9857805,Thackeray
1255,112.1666667,35.2,Meadow Ridge
1256,24.4054988,53.2833165,Service
1257,-91.7660525,17.7409147,Westerfield
1258,112.7479862,-7.2087854,Butternut
1259,121.0504535,14.3679657,Hauk
1260,37.2052788,54.875414,Merry
1261,-78.5185197,-6.5139395,Westridge
1262,8.8803925,6.2894715,Hoffman
1263,-95.3632107,29.7491757,Golf View
1264,118.630289,24.737065,Superior
1265,-99.1789859,19.4281922,Loomis
1266,98.668662,3.592116,Hovde
1267,87.5395855,42.5246357,Bultman
1268,107.682455,26.303854,Division
1269,12.0204247,31.9584113,Kingsford
1270,17.3960222,50.2637942,Granby
1271,120.0339797,29.2997574,Manufacturers
1272,-44.2515505,-19.4545276,Hintze
1273,15.6745822,45.7676321,Dorton
1274,-8.228543,41.1217553,Dapin
1275,-79.5434841,9.165288,Stoughton
1276,-43.2209394,-22.9841765,Vermont
1277,120.488576,16.044749,Walton
1278,-7.8160659,40.7339545,Sunnyside
1279,28.8363647,49.7149346,Clemons
1280,-64.2951643,-31.3350093,Dakota
1281,122.5306125,10.7521356,Thackeray
1282,2.9802744,45.1238884,Talmadge
1283,122.5157661,10.769542,Sunfield
1284,9.9101915,36.3778012,Continental
1285,60.5008307,37.3743044,Heffernan
1286,37.0642852,49.3996493,Delaware
1287,22.9286014,37.8967329,Stang
1288,-71.831932,19.3789666,Magdeline
1289,121.0410861,15.6540915,Eliot
1290,79.8986552,7.0878808,Brown
1291,-61.3552089,45.6152297,Barnett
1292,114.9042208,27.0874564,Kinsman
1293,-77.069999,-12.0904353,Pond
1294,18.0099272,59.3634364,Mandrake
1295,-77.1449212,-10.0745443,Grover
1296,108.715716,34.313074,Victoria
1297,13.4915324,49.7923299,Coleman
1298,35.1599957,32.9520318,Little Fleur
1299,39.5691841,-10.7385515,Hermina
1300,132.6048622,33.4547821,Cottonwood
1301,113.300929,22.465063,Lerdahl
1302,45.4592782,39.6941363,Wayridge
1303,121.699742,16.563709,Butternut
1304,12.7110264,56.0394628,Bonner
1305,28.7657722,46.9656528,Kropf
1306,113.034187,22.4583,Anhalt
1307,40.1445151,59.4051145,Talmadge
1308,13.1609554,56.1304492,5th
1309,20.2459993,51.7667457,Shopko
1310,121.510481,14.1858094,Scofield
1311,175.3010644,-40.4824138,Cottonwood
1312,102.904318,24.674624,Aberg
1313,-61.125756,13.2570942,Grayhawk
1314,2.2159905,44.7535743,2nd
1315,24.9756208,62.443933,American
1316,112.6079459,-7.3445521,Namekagon
1317,140.0905156,38.2020764,Arizona
1318,130.274684,47.31878,Dwight
1319,123.0649,-8.4071,Badeau
1320,106.9222137,-6.2969238,Valley Edge
1321,112.0744643,-8.2412718,Thackeray
1322,109.026675,23.48193,Carey
1323,12.5366206,55.6755324,Sage
1324,114.174463,22.279062,Upham
1325,104.412274,23.945891,Westend
1326,112.896606,23.156045,Spohn
1327,118.784812,30.921373,Debs
1328,-113.33531,53.83345,Reinke
1329,-0.8494862,47.0682122,Bluestem
1330,106.73333,48.63333,Roth
1331,-97.6222665,35.3364517,Pawling
1332,-9.3381698,38.7025085,Holy Cross
1333,48.2244268,-18.9489026,Carberry
1334,119.141473,28.074649,Jenna
1335,141.541259,38.8948713,Sundown
1336,143.6474817,-6.1493907,Superior
1337,120.9814426,13.8206796,Cascade
1338,3.9727365,50.2748915,Sugar
1339,59.6665153,42.1261418,Hallows
1340,34.905759,31.375657,Veith
1341,123.5336078,-10.2674627,Saint Paul
1342,-79.7904475,-6.6382226,Hovde
1343,17.3802606,50.5982316,Texas
1344,106.057816,35.067361,Lakewood Gardens
1345,121.668489,42.016401,Namekagon
1346,-42.9146039,-21.9953615,Nelson
1347,106.635025,-6.5978669,Nevada
1348,111.7018452,-8.2702492,Mccormick
1349,-66.8498883,10.6135398,Veith
1350,23.8790184,38.0987438,Park Meadow
1351,16.136353,53.068264,Union
1352,41.7123719,57.8773671,Randy
1353,109.9081382,-7.7308816,Shasta
1354,-58.4176515,-34.6156429,2nd
1355,69.590101,42.3416847,Main
1356,106.4563567,-6.3034502,Cascade
1357,34.97298,32.762127,Pearson
1358,-66.3381678,-33.2843846,Beilfuss
1359,-71.4408752,-33.0482707,Ilene
1360,3.9368439,7.8429579,Clemons
1361,20.9789037,49.8381802,Melby
1362,125.0332235,11.0537247,8th
1363,114.236875,22.556499,Gulseth
1364,119.8492473,4.8980694,Banding
1365,16.5787482,49.2914367,Waywood
1366,14.496875,59.3112521,Fremont
1367,68.44972,32.85355,Laurel
1368,129.9478595,32.851086,Algoma
1369,-56.0222113,-24.7406868,Fairview
1370,86.4794359,26.7297141,Cascade
1371,25.5080144,64.9099021,East
1372,100.324002,13.5936254,Golf
1373,107.5193473,-6.8561144,Granby
1374,90.4125181,23.810332,Killdeer
1375,-93.6001191,17.9719887,Lake View
1376,-91.0894479,15.2881534,Lakewood
1377,113.459749,23.106401,Fulton
1378,35.10999,32.297028,Hermina
1379,17.4746428,48.9763601,Buell
1380,29.4885599,59.4430147,Hoepker
1381,-81.4633516,41.0285407,Hintze
1382,108.6747,-7.5208,Summit
1383,-56.4488086,-30.3845133,Randy
1384,-61.5340396,16.2413934,Gateway
1385,98.3337983,7.9107391,Village
1386,-77.3956004,44.165829,Sloan
1387,118.75868,30.940195,Morning
1388,119.4717,-9.7028,Coleman
1389,120.2822878,16.012494,Messerschmidt
1390,-70.7490939,18.9120012,Amoth
1391,110.2579036,-6.9484206,Waxwing
1392,-50.5549719,-20.6336382,Meadow Valley
1393,16.2239747,59.0110968,Mifflin
1394,-71.831932,19.3789666,Delladonna
1395,-9.268126,38.7336567,Laurel
1396,120.506155,37.540621,Moulton
1397,12.0134068,57.6613265,Independence
1398,14.5391653,46.2052815,Gale
1399,121.6539966,18.1590139,Chive
1400,124.25,7.2333331,Springs
1401,121.529927,29.916694,Stoughton
1402,93.25,46.6666667,Tony
1403,-8.5055146,30.5395376,Memorial
1404,114.562955,24.364134,Dryden
1405,66.6348007,30.7919022,Elgar
1406,34.7548713,47.8172631,Dennis
1407,-72.4519727,48.6513092,South
1408,-8.0644068,37.5096505,Dahle
1409,91.677053,32.265208,Glacier Hill
1410,112.0237903,-7.2030729,Banding
1411,-36.6602483,-6.6858425,Rieder
1412,-77.1086041,38.8807023,Scoville
1413,-10.7605239,6.2907432,Veith
1414,136.7095801,37.165779,Sage
1415,116.681972,23.354091,Ridgeview
1416,-47.8847321,-22.0157824,Brown
1417,7.0552218,13.5655838,Maryland
1418,-8.2754117,41.3259342,South
1419,107.8643822,-6.765065,Sachtjen
1420,6.7898817,51.1974375,Anhalt
1421,-8.5359207,41.0394198,Blackbird
1422,-86.2945627,15.4726227,Parkside
1423,95.9383291,16.7120919,Meadow Vale
1424,90.21512,31.644875,Caliangt
1425,39.2,-7.9,Blue Bill Park
1426,-71.4091563,-14.1387292,Carey
1427,-90.5279231,14.602493,Schiller
1428,110.1209019,-7.3063645,Little Fleur
1429,18.0367294,59.3778462,Carberry
1430,-73.9830029,10.8698035,Northwestern
1431,141.3800956,38.4499141,Paget
1432,123.2854675,-8.371718,Utah
1433,61.9012109,55.2763668,Farwell
1434,113.751799,23.020673,Brickson Park
1435,13.757651,50.0461011,Florence
1436,123.3081877,13.3678344,Brown
1437,141.2405508,38.6002411,David
1438,48.6446327,53.3326761,Oakridge
1439,123.1446683,13.5438736,Lakeland
1440,108.0663,-7.0807,Milwaukee
1441,39.5186898,45.4401623,Thompson
1442,127.4460001,39.1538529,Arapahoe
1443,-78.83,42.88,Sycamore
1444,-35.4124355,-6.4472391,Shoshone
1445,14.6815528,53.6845788,Ludington
1446,33.0697214,48.2046068,Hermina
1447,18.4483763,-33.9789129,Vernon
1448,-81.6802054,27.9890156,Anthes
1449,112.83208,34.569474,Moulton
1450,35.068929,32.849276,Columbus
